[0.006s][info][gc] Using Concurrent Mark Sweep
[0.007s][info][gc,heap,coops] Heap address: 0x0000000700000000, size: 4096 MB, Compressed Oops mode: Zero based, Oop shift amount: 3
[0.058s][info][safepoint    ] Entering safepoint region: EnableBiasedLocking
[3.894s][info ][safepoint    ] Leaving safepoint region
[3.894s][info ][safepoint    ] Total time for which application threads were stopped: 0.0004159 seconds, Stopping threads took: 0.0000502 seconds
[3.895s][info ][safepoint    ] Application time: 0.0011073 seconds
[3.895s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.895s][info ][safepoint    ] Leaving safepoint region
[3.895s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000840 seconds, Stopping threads took: 0.0000104 seconds
[3.903s][info ][safepoint    ] Application time: 0.0076247 seconds
[3.903s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.903s][info ][safepoint    ] Leaving safepoint region
[3.903s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001968 seconds, Stopping threads took: 0.0000701 seconds
[3.903s][info ][safepoint    ] Application time: 0.0000912 seconds
[3.903s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.903s][info ][safepoint    ] Leaving safepoint region
[3.903s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001710 seconds, Stopping threads took: 0.0000996 seconds
[3.908s][info ][safepoint    ] Application time: 0.0051519 seconds
[3.908s][info ][safepoint    ] Entering safepoint region: CollectForMetadataAllocation
[3.909s][info ][safepoint    ] Leaving safepoint region
[3.909s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002319 seconds, Stopping threads took: 0.0000628 seconds
[3.913s][info ][safepoint    ] Application time: 0.0043527 seconds
[3.913s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.913s][info ][safepoint    ] Leaving safepoint region
[3.913s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002283 seconds, Stopping threads took: 0.0001234 seconds
[3.914s][info ][safepoint    ] Application time: 0.0004295 seconds
[3.914s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.914s][info ][safepoint    ] Leaving safepoint region
[3.914s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001856 seconds, Stopping threads took: 0.0001274 seconds
[3.914s][info ][safepoint    ] Application time: 0.0006361 seconds
[3.914s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.915s][info ][safepoint    ] Leaving safepoint region
[3.915s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001552 seconds, Stopping threads took: 0.0000513 seconds
[3.915s][info ][safepoint    ] Application time: 0.0001323 seconds
[3.915s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.915s][info ][safepoint    ] Leaving safepoint region
[3.915s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001883 seconds, Stopping threads took: 0.0001034 seconds
[3.915s][info ][safepoint    ] Application time: 0.0001460 seconds
[3.915s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.915s][info ][safepoint    ] Leaving safepoint region
[3.915s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002180 seconds, Stopping threads took: 0.0000822 seconds
[3.915s][info ][safepoint    ] Application time: 0.0001162 seconds
[3.916s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.916s][info ][safepoint    ] Leaving safepoint region
[3.916s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002284 seconds, Stopping threads took: 0.0001120 seconds
[3.916s][info ][safepoint    ] Application time: 0.0001493 seconds
[3.916s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.916s][info ][safepoint    ] Leaving safepoint region
[3.916s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001757 seconds, Stopping threads took: 0.0001099 seconds
[3.917s][info ][safepoint    ] Application time: 0.0010435 seconds
[3.917s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.917s][info ][safepoint    ] Leaving safepoint region
[3.917s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001679 seconds, Stopping threads took: 0.0000380 seconds
[3.917s][info ][safepoint    ] Application time: 0.0000657 seconds
[3.917s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.917s][info ][safepoint    ] Leaving safepoint region
[3.917s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001465 seconds, Stopping threads took: 0.0000763 seconds
[3.918s][info ][safepoint    ] Application time: 0.0001453 seconds
[3.918s][info ][safepoint    ] Entering safepoint region: BulkRevokeBias
[3.918s][info ][safepoint    ] Leaving safepoint region
[3.918s][info ][safepoint    ] Total time for which application threads were stopped: 0.0006633 seconds, Stopping threads took: 0.0000706 seconds
[3.919s][info ][safepoint    ] Application time: 0.0002794 seconds
[3.919s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.919s][info ][safepoint    ] Leaving safepoint region
[3.919s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001669 seconds, Stopping threads took: 0.0000753 seconds
[3.919s][info ][safepoint    ] Application time: 0.0002919 seconds
[3.919s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.919s][info ][safepoint    ] Leaving safepoint region
[3.919s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001859 seconds, Stopping threads took: 0.0000951 seconds
[3.933s][info ][safepoint    ] Application time: 0.0139641 seconds
[3.933s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.934s][info ][safepoint    ] Leaving safepoint region
[3.934s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003746 seconds, Stopping threads took: 0.0001759 seconds
[3.934s][info ][safepoint    ] Application time: 0.0006730 seconds
[3.934s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.935s][info ][safepoint    ] Leaving safepoint region
[3.935s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002929 seconds, Stopping threads took: 0.0001542 seconds
[3.939s][info ][safepoint    ] Application time: 0.0041764 seconds
[3.939s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.939s][info ][safepoint    ] Leaving safepoint region
[3.939s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003234 seconds, Stopping threads took: 0.0001582 seconds
[3.941s][info ][safepoint    ] Application time: 0.0014202 seconds
[3.941s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.941s][info ][safepoint    ] Leaving safepoint region
[3.941s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003560 seconds, Stopping threads took: 0.0001523 seconds
[3.941s][info ][safepoint    ] Application time: 0.0002315 seconds
[3.941s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.941s][info ][safepoint    ] Leaving safepoint region
[3.941s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002965 seconds, Stopping threads took: 0.0001505 seconds
[3.942s][info ][safepoint    ] Application time: 0.0002675 seconds
[3.942s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.942s][info ][safepoint    ] Leaving safepoint region
[3.942s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002262 seconds, Stopping threads took: 0.0001263 seconds
[3.942s][info ][safepoint    ] Application time: 0.0004488 seconds
[3.943s][info ][safepoint    ] Entering safepoint region: BulkRevokeBias
[3.943s][info ][safepoint    ] Leaving safepoint region
[3.943s][info ][safepoint    ] Total time for which application threads were stopped: 0.0005349 seconds, Stopping threads took: 0.0001387 seconds
[3.945s][info ][safepoint    ] Application time: 0.0018189 seconds
[3.945s][info ][safepoint    ] Entering safepoint region: CollectForMetadataAllocation
[3.945s][info ][safepoint    ] Leaving safepoint region
[3.945s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002071 seconds, Stopping threads took: 0.0000969 seconds
[3.946s][info ][safepoint    ] Application time: 0.0006237 seconds
[3.946s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.946s][info ][safepoint    ] Leaving safepoint region
[3.946s][info ][safepoint    ] Total time for which application threads were stopped: 0.0005162 seconds, Stopping threads took: 0.0004432 seconds
[3.946s][info ][safepoint    ] Application time: 0.0001348 seconds
[3.946s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.947s][info ][safepoint    ] Leaving safepoint region
[3.947s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002838 seconds, Stopping threads took: 0.0001497 seconds
[3.956s][info ][safepoint    ] Application time: 0.0095882 seconds
[3.956s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.957s][info ][safepoint    ] Leaving safepoint region
[3.957s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003005 seconds, Stopping threads took: 0.0001949 seconds
[3.961s][info ][safepoint    ] Application time: 0.0040146 seconds
[3.961s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.961s][info ][safepoint    ] Leaving safepoint region
[3.961s][info ][safepoint    ] Total time for which application threads were stopped: 0.0004965 seconds, Stopping threads took: 0.0003608 seconds
[3.970s][info ][safepoint    ] Application time: 0.0087085 seconds
[3.970s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.970s][info ][safepoint    ] Leaving safepoint region
[3.970s][info ][safepoint    ] Total time for which application threads were stopped: 0.0004259 seconds, Stopping threads took: 0.0002169 seconds
[3.974s][info ][safepoint    ] Application time: 0.0038853 seconds
[3.974s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.975s][info ][safepoint    ] Leaving safepoint region
[3.975s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003316 seconds, Stopping threads took: 0.0001987 seconds
[3.975s][info ][safepoint    ] Application time: 0.0001900 seconds
[3.975s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.975s][info ][safepoint    ] Leaving safepoint region
[3.975s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003083 seconds, Stopping threads took: 0.0001468 seconds
[3.977s][info ][safepoint    ] Application time: 0.0022430 seconds
[3.977s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.978s][info ][safepoint    ] Leaving safepoint region
[3.978s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003568 seconds, Stopping threads took: 0.0001703 seconds
[3.980s][info ][safepoint    ] Application time: 0.0021991 seconds
[3.980s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.980s][info ][safepoint    ] Leaving safepoint region
[3.980s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002391 seconds, Stopping threads took: 0.0000734 seconds
[3.985s][info ][safepoint    ] Application time: 0.0053346 seconds
[3.986s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.986s][info ][safepoint    ] Leaving safepoint region
[3.986s][info ][safepoint    ] Total time for which application threads were stopped: 0.0004633 seconds, Stopping threads took: 0.0002279 seconds
[3.987s][info ][safepoint    ] Application time: 0.0013457 seconds
[3.988s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.988s][info ][safepoint    ] Leaving safepoint region
[3.988s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003765 seconds, Stopping threads took: 0.0001919 seconds
[3.997s][info ][safepoint    ] Application time: 0.0092193 seconds
[3.997s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.997s][info ][safepoint    ] Leaving safepoint region
[3.997s][info ][safepoint    ] Total time for which application threads were stopped: 0.0004899 seconds, Stopping threads took: 0.0001957 seconds
[3.998s][info ][safepoint    ] Application time: 0.0009657 seconds
[3.999s][info ][safepoint    ] Entering safepoint region: RevokeBias
[3.999s][info ][safepoint    ] Leaving safepoint region
[3.999s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003570 seconds, Stopping threads took: 0.0001739 seconds
[4.002s][info ][safepoint    ] Application time: 0.0027063 seconds
[4.002s][info ][safepoint    ] Entering safepoint region: RevokeBias
[4.002s][info ][safepoint    ] Leaving safepoint region
[4.002s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002861 seconds, Stopping threads took: 0.0001166 seconds
[4.004s][info ][safepoint    ] Application time: 0.0017572 seconds
[4.004s][info ][safepoint    ] Entering safepoint region: RevokeBias
[4.005s][info ][safepoint    ] Leaving safepoint region
[4.005s][info ][safepoint    ] Total time for which application threads were stopped: 0.0010761 seconds, Stopping threads took: 0.0001336 seconds
[4.006s][info ][safepoint    ] Application time: 0.0016970 seconds
[4.007s][info ][safepoint    ] Entering safepoint region: RevokeBias
[4.007s][info ][safepoint    ] Leaving safepoint region
[4.007s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002744 seconds, Stopping threads took: 0.0001257 seconds
[4.009s][info ][safepoint    ] Application time: 0.0023166 seconds
[4.009s][info ][safepoint    ] Entering safepoint region: RevokeBias
